k,cycle_closure_error,gauge_to_shift_error,gauge_phase_commutator_error,dressed_weyl_relation_error,total_traversal_phase,trial,seed
13,4.649822837815671e-15,1.1742323148036242e-15,4.163336342344337e-17,7.928578270080922e-16,0.0,86,1946509302
13,1.7232864755782341e-15,5.891118609387151e-16,3.469446951953614e-17,7.851688832336354e-16,0.0,87,900943555
13,2.4090689630687972e-15,1.1188630680888821e-15,0.0,7.065416064076988e-16,0.0,88,3739790436
13,2.8127120202115795e-15,6.900936032070468e-16,0.0,6.818500484527949e-16,0.0,89,2258482411
13,5.118032608846285e-15,1.0533486535458742e-15,0.0,7.005190574351762e-16,0.0,90,2343828076
13,9.978202129327307e-16,6.189505062302614e-16,0.0,8.43696454564983e-16,0.0,91,1516675057
13,2.5012172944777853e-15,7.86959761306503e-16,0.0,7.428182342046694e-16,0.0,92,4082165631
13,1.2128736822468282e-15,3.8069515112060575e-16,0.0,7.870063977598499e-16,0.0,93,1148983544
13,9.09633211528338e-16,1.2242576742804126e-15,0.0,7.929792726436376e-16,0.0,94,3272639628
13,8.331927337756808e-16,4.423515533655669e-16,1.1102230246251565e-16,8.142951645403272e-16,0.0,95,3546274413
13,1.4522577401735315e-15,3.8652415619403166e-16,0.0,7.652942545767337e-16,0.0,96,190913241
13,9.230972014263955e-16,5.6422313509594595e-16,0.0,8.111089131569692e-16,0.0,97,3007215709
13,2.090302997884634e-15,1.5316459076872867e-15,0.0,7.913990257226307e-16,0.0,98,3211118234
13,4.488322469508627e-15,1.96937070557573e-15,2.7755575615628914e-17,6.251169376334081e-16,0.0,99,3045518787
14,1.4816044727641604e-15,5.724739477433423e-16,0.0,7.806486934932582e-16,0.0,0,3781375883
14,2.4955691433055794e-15,1.123414061780222e-15,5.551115123125783e-17,6.432246110830866e-16,0.0,1,1022120794
14,5.19053992504067e-15,1.2816539843371818e-15,1.2412670766236366e-16,7.46310216945198e-16,0.0,2,2720020045
14,4.539968674957025e-15,1.091115353362088e-15,1.1102230246251565e-16,6.738323392739794e-16,0.0,3,2908837000
14,6.8875030989687184e-15,1.1434580263331669e-15,1.1102230246251565e-16,7.142680465120772e-16,0.0,4,1717530339
14,7.385060606836581e-15,1.635733029913778e-15,0.0,6.251169376334081e-16,0.0,5,491219605
14,1.4285064963815217e-15,1.2753442682401173e-15,0.0,6.304854800243424e-16,0.0,6,3680202399
14,1.4370495826265442e-15,5.594624174643893e-16,0.0,7.506282983558762e-16,0.0,7,3271504152
14,2.043995845925536e-15,2.0063737347490732e-15,6.206335383118183e-17,7.28021923224409e-16,0.0,8,472652144
14,1.2405809366397568e-15,7.229940742821155e-16,0.0,7.13728569058591e-16,0.0,9,1063192589
14,4.197667368196658e-15,1.4236898744451646e-15,0.0,7.348678496207199e-16,0.0,10,3260409315
14,9.416072673768866e-15,2.0221360874600525e-15,5.551115123125783e-17,7.264329320467944e-16,0.0,11,3336886965
14,4.8464994964831384e-15,3.9444155129143854e-15,1.1102230246251565e-16,7.180330397081064e-16,0.0,12,859812526
14,1.5950521398812423e-15,2.469024162426308e-16,0.0,7.756677862503847e-16,0.0,13,911453636
14,9.45665878995092e-16,2.5668235157495087e-16,0.0,7.616364613445417e-16,0.0,14,431996018
14,3.0199943562927043e-16,8.001410551963857e-16,5.551115123125783e-17,7.529898907871222e-16,0.0,15,3862968296
14,1.023486190060928e-15,8.897900456077256e-16,0.0,7.178989156685113e-16,0.0,16,4063399831
14,2.365932568390948e-15,6.054836252302824e-16,0.0,7.390492082589766e-16,0.0,17,1918246372
14,1.050128702374974e-15,2.0594960826162504e-15,0.0,7.412609615605549e-16,0.0,18,633539122
14,1.5899607736610034e-15,2.8241367626240155e-16,1.1102230246251565e-16,6.147484065350518e-16,0.0,19,2864448037
14,3.9134021051378626e-15,9.888980099879016e-16,1.5700924586837752e-16,7.024409240299214e-16,0.0,20,1565078824
14,3.1884401473711843e-15,7.062776930856186e-16,0.0,7.066182669196596e-16,0.0,21,2210391141
14,1.2879713400143561e-15,4.835351306087489e-16,0.0,7.481466367548145e-16,0.0,22,1710970274
14,1.00079790236297e-15,3.331815906912447e-16,1.1102230246251565e-16,6.822736016865924e-16,0.0,23,906901925
14,1.7402597507080897e-15,1.5207236078233627e-15,0.0,7.054504218084087e-16,0.0,24,3912218685
14,5.877064483810994e-16,3.939142968685276e-16,0.0,7.081752307998609e-16,0.0,25,3473670334
14,1.8182011493856987e-15,4.666212465613571e-16,0.0,6.77599954797753e-16,0.0,26,4265257194
14,1.0806660983284603e-15,3.4908682989827845e-16,1.214306433183765e-17,7.121076845233165e-16,0.0,27,152322590
14,3.3229944653868467e-15,1.1450841557217544e-15,0.0,7.174963931161662e-16,0.0,28,762383123
14,8.65412136136975e-16,6.309491804022545e-16,4.163336342344337e-17,8.145445757240072e-16,0.0,29,1282646980
14,6.955348752390793e-15,1.4406721290107915e-15,0.0,6.365655192508265e-16,0.0,30,880483438
14,7.246427014054101e-16,5.098123971137421e-16,0.0,6.526987848146008e-16,0.0,31,800426561
14,1.149250262835975e-15,3.4615741485156484e-16,5.551115123125783e-17,7.068141393421958e-16,0.0,32,2782624261
14,8.402948322322201e-16,7.871335126777737e-16,0.0,7.592621290461611e-16,0.0,33,824884667
14,9.979994625534342e-16,1.1646364411510494e-15,1.1102230246251565e-16,6.300961046541997e-16,0.0,34,3218405880
14,1.522823435532693e-15,6.045709860417167e-16,0.0,7.944351721668025e-16,0.0,35,2545349400
14,1.3625361212444935e-15,6.841940709732218e-16,1.5700924586837752e-16,8.216072331155113e-16,0.0,36,2500569143
14,1.0800217317856313e-15,4.672738730871465e-16,0.0,7.049041960805077e-16,0.0,37,2546146071
14,2.9993368602956356e-15,2.2453044984051958e-15,0.0,7.889616961715915e-16,0.0,38,3912708522
14,2.8414784562801103e-15,5.515303703751619e-16,2.7755575615628914e-17,6.962446172160093e-16,0.0,39,1701357011
14,1.328568405769246e-15,2.595948454372787e-16,0.0,8.298870694937207e-16,0.0,40,3611502057
14,3.657797032723824e-15,2.0513115645537646e-15,5.551115123125783e-17,6.585737798272913e-16,0.0,41,4098949170
14,4.980914196340531e-15,1.0343723201095068e-15,0.0,7.221785298249066e-16,0.0,42,2036223870
14,7.802591103707115e-16,3.574832705752415e-16,1.1631705747361534e-16,7.488863730937846e-16,0.0,43,2575389509
14,1.986308660424988e-15,3.17741940048427e-16,1.5700924586837752e-16,7.092622233518052e-16,0.0,44,1497306135
14,1.5386894122759488e-15,1.4519282670980393e-15,0.0,7.949198794554405e-16,0.0,45,632575286
14,3.7619051171347e-15,7.141811498143161e-16,1.2412670766236366e-16,7.48722106223546e-16,0.0,46,1634700095
14,3.224385100926375e-15,8.677734788242272e-16,2.7755575615628914e-17,7.813884697251192e-16,0.0,47,2163408493
14,6.639564110436801e-15,2.464616409185023e-15,0.0,6.955527313080394e-16,0.0,48,4274330404
14,1.745209658426495e-15,5.867926397224506e-16,0.0,7.039472811871893e-16,0.0,49,317331602
14,3.668443638688597e-15,1.3949418476578544e-15,5.551115123125783e-17,6.243462346678937e-16,0.0,50,1943216489
14,1.4480613730784552e-15,6.353059247227313e-16,6.973502068242161e-17,7.195067539997724e-16,0.0,51,2746076926
14,2.2096399300068494e-15,4.680193339531891e-16,0.0,6.286500016609089e-16,0.0,52,3719199323
14,1.465296650864109e-15,5.937065176155543e-16,1.1102230246251565e-16,8.242985408089819e-16,0.0,53,1967139695
14,3.548941815447518e-15,9.08729589850216e-16,7.850462293418876e-17,7.601890007593786e-16,0.0,54,3622369086
14,1.6863379539872305e-15,6.489507226531135e-16,2.7755575615628914e-17,7.125132513437735e-16,0.0,55,3584667240
14,5.949943757225874e-15,3.8286029649851175e-15,1.1102230246251565e-16,7.721838581466776e-16,0.0,56,3356084551
14,1.4742515810963476e-15,4.729832147993098e-16,2.7755575615628914e-17,7.504278218048874e-16,0.0,57,4195700665
14,1.4431440493176484e-15,3.898141611614274e-15,1.1102230246251565e-16,8.083736946057739e-16,0.0,58,2070170809
14,1.4722707830386745e-15,3.2407737176723027e-16,1.1102230246251565e-16,7.152111528976949e-16,0.0,59,1626842830
14,1.1578160143536335e-15,5.018405187856346e-16,0.0,7.473417450352271e-16,0.0,60,1302371968
14,1.2711424623828797e-15,1.0348268473578083e-15,1.1102230246251565e-16,7.68182878590931e-16,0.0,61,1580251628
14,1.9959986116686084e-15,6.920520423988701e-16,1.1102230246251565e-16,7.884733261488303e-16,0.0,62,3740207099
14,8.115755621803735e-15,1.4746898088597624e-15,1.1102230246251565e-16,7.141332153553285e-16,0.0,63,551058005
14,1.9749182062886623e-15,9.747720371129033e-16,0.0,7.58413485477019e-16,0.0,64,1730663020
14,2.607120685565335e-15,1.4873277083463115e-15,1.1102230246251565e-16,6.50333926369705e-16,0.0,65,3444936152
14,1.5455163511897606e-15,1.1191374247919286e-15,1.3877787807814457e-17,6.187688364358555e-16,0.0,66,2116501109
14,6.845762902668867e-15,1.868369013085335e-15,2.7755575615628914e-17,6.626552854390357e-16,0.0,67,2875359247
14,1.4220112583292521e-15,8.643975565922967e-16,0.0,8.154897974818032e-16,0.0,68,3579836868
14,2.2547902931876844e-15,8.715315654657352e-16,0.0,6.883158913749268e-16,0.0,69,653714729
14,9.400800154033553e-16,1.19383610232619e-15,2.7755575615628914e-17,7.934648693043614e-16,0.0,70,4125089846
14,1.2668386777336824e-15,7.028557876907677e-16,0.0,8.201995669192111e-16,0.0,71,1324392549
14,1.6041072620247642e-15,3.724671328751735e-16,2.7755575615628914e-17,6.610548421889547e-16,0.0,72,2419148211
14,2.551984531082824e-15,7.529638306974267e-16,0.0,6.917001853653062e-16,0.0,73,2724533380
14,1.0938106866096433e-15,1.253344413612004e-15,1.1188630228279524e-16,7.499143576176368e-16,0.0,74,3860365663
14,1.0139389497755792e-15,3.5357254715385906e-16,1.1102230246251565e-16,6.94028154393788e-16,0.0,75,1520798025
14,1.4655921141538353e-15,1.238008793581794e-15,0.0,6.869154506741516e-16,0.0,76,1338295152
14,8.363814732160598e-16,3.8119052045628177e-16,1.3877787807814457e-17,7.843099031870521e-16,0.0,77,1304270274
14,2.5108004799182693e-15,9.085555669491336e-16,0.0,6.77599954797753e-16,0.0,78,2798762513
14,1.0297898377272493e-15,3.183310542130144e-16,1.1102230246251565e-16,6.891897217272628e-16,0.0,79,1315954722
14,2.834718195080064e-15,4.093086961107905e-15,0.0,8.102774327609085e-16,0.0,80,2875069365
14,9.332394502077237e-16,6.2224727502707775e-16,0.0,7.499143576176368e-16,0.0,81,2719899854
14,1.81716878315587e-15,3.706679681839022e-16,5.551115123125783e-17,7.751710408992441e-16,0.0,82,3766843455
14,4.0121233119522615e-15,7.863626434886356e-16,6.938893903907228e-17,7.958279099225802e-16,0.0,83,893849050
14,5.1491970813293204e-15,8.262303657355669e-16,2.7755575615628914e-17,7.723085547737556e-16,0.0,84,1693790346
14,1.2944630568012343e-15,4.604555715615369e-16,0.0,7.141332153553285e-16,0.0,85,212615369
14,2.0812862322628923e-15,8.88972572504223e-16,1.1102230246251565e-16,7.076311083754595e-16,0.0,86,2745462532
14,9.117666769724392e-16,3.2174050462562824e-16,5.551115123125783e-17,7.631837022836047e-16,0.0,87,4292173215
14,9.923009778392131e-16,7.126509095283067e-16,5.551115123125783e-17,7.054504218084087e-16,0.0,88,1363861923
14,9.651026362687e-16,2.940649624946479e-16,1.1857187100668868e-16,7.986663869107379e-16,0.0,89,3548737320
14,1.4353688976860802e-15,7.107268333353669e-16,1.1102230246251565e-16,6.41538174324453e-16,0.0,90,1828636398
14,1.454757302435648e-15,1.6049539955575437e-15,0.0,8.313941646659417e-16,0.0,91,2252949904
14,1.3517199317001367e-15,3.2571609360976647e-16,2.7755575615628914e-17,7.342451495805723e-16,0.0,92,2473632282
14,2.005116231007664e-15,4.861358515791557e-16,0.0,7.65168414856311e-16,0.0,93,2822998176
14,3.688635815966971e-15,1.0662663288322322e-15,0.0,6.999689834929208e-16,0.0,94,521629540
14,4.25384187029511e-15,1.830687251082739e-15,1.3227266504323154e-17,6.78877776696119e-16,0.0,95,1342972578
14,5.885237546801824e-16,2.8849563139250856e-16,0.0,6.15648449243079e-16,0.0,96,816664065
14,4.739621384552687e-15,1.3205134182419225e-15,1.1102230246251565e-16,7.736788912175082e-16,0.0,97,2563778267
14,4.7175228507194345e-15,1.0430578145887256e-15,1.1102230246251565e-16,7.31847742043446e-16,0.0,98,3330842027
14,9.37584954187967e-16,1.9255276355815463e-15,5.551115123125783e-17,7.055102728832691e-16,0.0,99,2030815081
15,7.914225414225672e-15,1.5278748888551011e-15,7.850462293418876e-17,1.0987141981161068e-15,0.0,0,3402646255
15,4.641049773396334e-15,4.164762779346785e-15,0.0,1.0348029034938504e-15,0.0,1,312720410
15,9.966537016504507e-16,7.610593414791153e-16,1.1443916996305594e-16,1.0385185452638062e-15,0.0,2,3834817184
15,1.5660476258985188e-15,6.132859952388952e-16,0.0,1.1548621071314795e-15,0.0,3,928280050
15,3.754734020091146e-15,1.0041687504712167e-15,0.0,1.0314473817308903e-15,0.0,4,2014969011
15,1.883190855174006e-15,1.4597900129986508e-15,1.1102230246251565e-16,1.0594488999422677e-15,0.0,5,987171922
15,5.5540609677429025e-15,1.5874767993336552e-15,1.1102230246251565e-16,1.0200174038743626e-15,0.0,6,2950501114
15,9.884253001689299e-16,8.332855702303296e-16,2.7755575615628914e-17,9.730298868281309e-16,0.0,7,2226862218
15,6.045687581718833e-16,1.21794335922429e-15,1.1102230246251565e-16,1.0269562977782698e-15,0.0,8,2168019042
15,2.256795851204681e-15,5.174571363714621e-16,0.0,1.095993844104208e-15,0.0,9,1331062110
15,2.120774506070358e-15,1.474359266688195e-15,1.1102230246251565e-16,9.284644544126214e-16,0.0,10,3229101529
15,4.276647017837905e-15,9.14011233058215e-16,5.551115123125783e-17,1.0753270844771355e-15,0.0,11,2322918801
15,2.2817868788117654e-15,1.0904313260464204e-15,1.1102230246251565e-16,1.0215732827659309e-15,0.0,12,305502733
15,9.430552484465717e-15,3.795627827477706e-15,0.0,1.0671468390601982e-15,0.0,13,1077638960
15,2.0471319990721692e-15,2.0829592520402187e-15,5.551115123125783e-17,1.0800628534096285e-15,0.0,14,4022773124
15,9.196781642402537e-16,6.417078960934477e-16,0.0,1.0670565978999117e-15,0.0,15,1624698208
15,3.902855028562623e-15,1.2245108861597207e-15,1.1102230246251565e-16,9.98429436272205e-16,0.0,16,3908118785
15,2.2146916453257583e-15,5.176078434982506e-16,1.1857187100668868e-16,1.035640085178848e-15,0.0,17,21596537
15,1.084443886868487e-15,6.914606348028078e-16,1.5700924586837752e-16,9.793432045533596e-16,0.0,18,172524266
15,3.199146717950799e-15,1.0705404470530047e-15,0.0,1.063811657781373e-15,0.0,19,1776472096
15,7.651220024571484e-15,1.2347717695265703e-15,0.0,1.0091737980110118e-15,0.0,20,446350319
15,1.1001460008110433e-15,4.10348046695919e-16,1.2412670766236366e-16,1.0160208906275295e-15,0.0,21,2001136238
15,8.158056485024794e-16,6.2910051894726e-16,2.7755575615628914e-17,1.0492194985853742e-15,0.0,22,1248840634
15,2.1216508786851502e-15,7.803732226048143e-16,1.2412670766236366e-16,1.0345236923802117e-15,0.0,23,3107538853
15,6.795117445272196e-15,1.210456530614412e-15,1.594436429147036e-16,1.0030722562191129e-15,0.0,24,3442201321
15,2.154933976135936e-15,7.994889451645263e-16,2.7755575615628914e-17,1.011770682363561e-15,0.0,25,1488325142
15,2.122467044962825e-15,6.366672372433661e-16,5.551115123125783e-17,1.0221629003393126e-15,0.0,26,3712393015
15,7.618705829266963e-16,6.618184652634842e-16,1.1102230246251565e-16,1.0541867605695135e-15,0.0,27,2776614151
15,9.68385581127445e-16,1.1226816344146128e-15,2.7755575615628914e-17,1.011842062001899e-15,0.0,28,2163436999
15,1.124681021539399e-15,1.0686141346736722e-15,1.2412670766236366e-16,9.80364357719967e-16,0.0,29,891995160
15,1.6590271019640958e-15,8.907984348417368e-16,0.0,1.0193420907447641e-15,0.0,30,852036678
15,3.9733106129460055e-15,1.6275557172810634e-15,1.2412670766236366e-16,1.0335225664714684e-15,0.0,31,3719270276
15,3.463945926177478e-15,6.447624147091001e-16,5.551115123125783e-17,9.223249191233218e-16,0.0,32,211509184
15,3.616976355936457e-15,2.2240550659053964e-15,0.0,1.0030482555430182e-15,0.0,33,2473188554
15,9.26460283669677e-16,6.228422524071163e-16,0.0,1.0632938690901056e-15,0.0,34,3558489631
15,8.891222348861957e-16,2.1634689950681456e-15,2.7755575615628914e-17,1.0772954026114418e-15,0.0,35,3904967992
15,1.7887315249009415e-15,5.524290985488771e-16,1.1102230246251565e-16,9.990079565155953e-16,0.0,36,3509340652
15,2.491824460940873e-15,1.5757054994680655e-15,1.1188630228279524e-16,9.747108502351983e-16,0.0,37,3101644856
15,9.93175984370442e-16,2.5604179287478633e-16,1.1102230246251565e-16,9.999714131543225e-16,0.0,38,834698185
15,1.6517860065258279e-15,4.79188155538066e-16,2.7755575615628914e-17,1.0533414645600383e-15,0.0,39,2239667603
15,5.437593553277706e-15,1.609527281074897e-15,1.1443916996305594e-16,9.239939092585306e-16,0.0,40,81539994
15,6.408596889149468e-16,1.6585416168130294e-15,1.1443916996305594e-16,1.009555410351371e-15,0.0,41,807540391
15,8.104876970392584e-16,6.817377637377013e-16,1.1102230246251565e-16,1.0243274055213821e-15,0.0,42,3704746102
15,1.5991185435157199e-15,1.2253191597773207e-15,6.938893903907228e-18,1.066798522462541e-15,0.0,43,440776599
15,3.647387999789484e-15,8.653340527242153e-16,1.1631705747361534e-16,1.095202798281839e-15,0.0,44,22495921
15,6.3919756257002405e-15,1.8964442910306512e-15,1.1102230246251565e-16,1.1350130130534285e-15,0.0,45,3912165481
15,1.8700379248843347e-15,1.3262951221396235e-15,1.1188630228279524e-16,1.0214089537861736e-15,0.0,46,1699868231
15,7.719225826956365e-16,7.118307419754143e-16,1.1102230246251565e-16,9.918492907659913e-16,0.0,47,1938699044
15,1.7158770846105342e-15,7.468550685871842e-16,1.1102230246251565e-16,1.0529757209849293e-15,0.0,48,2038893006
15,1.7303183741600956e-15,9.748417147020703e-16,1.1102230246251565e-16,1.1161055004029252e-15,0.0,49,954473469
15,1.0199800903458703e-14,1.8362121070872557e-15,1.2412670766236366e-16,1.0348323471492615e-15,0.0,50,4152550680
15,1.61795943411356e-15,1.4144849814965251e-15,0.0,1.0120799577712976e-15,0.0,51,3827011829
15,6.754468716531774e-16,3.9905427645767835e-16,6.206335383118183e-17,1.0477500027681815e-15,0.0,52,3487463382
15,1.6652749759699615e-15,4.799899372260765e-16,1.5700924586837752e-16,9.687650189286873e-16,0.0,53,1582405252
15,8.839302454885397e-16,2.7361880600494777e-16,1.1102230246251565e-16,9.840516124868158e-16,0.0,54,37879661
15,9.805925716658472e-16,1.280628012910202e-15,0.0,1.0365927185844249e-15,0.0,55,732355341
15,3.1260005743675424e-15,1.0764746967998107e-15,5.003707553108401e-17,1.0539812104219684e-15,0.0,56,3164919441
15,7.459218566806275e-16,4.219490353142523e-16,1.1102230246251565e-16,1.0853104412965138e-15,0.0,57,1730922492
15,5.106873086489584e-15,1.615487812505229e-15,1.1102230246251565e-16,1.0492194985853742e-15,0.0,58,2101721218
15,3.0742715516546786e-15,9.269804769058487e-16,1.2412670766236366e-16,1.0623534945633305e-15,0.0,59,1844380626
15,1.5582238425804684e-15,4.4195364336909974e-16,1.1102230246251565e-16,1.0289235590799073e-15,0.0,60,431978429
15,2.0166251568109867e-15,6.724142298425506e-16,0.0,1.0558069197591632e-15,0.0,61,3908845359
15,7.714369797988403e-16,4.823745034814555e-16,0.0,9.861044716058818e-16,0.0,62,2412601330
15,2.2989572943634262e-15,5.690985933305434e-16,1.3877787807814457e-17,1.0469454998228826e-15,0.0,63,4265340806
15,9.33241748632692e-15,1.2645644759015074e-15,1.3877787807814457e-17,9.634823471110655e-16,0.0,64,874751071
15,9.708975146078816e-16,3.381830730021103e-16,1.2412670766236366e-16,1.0594488999422677e-15,0.0,65,3753576613
15,9.300325460201362e-15,1.428916409593946e-15,1.1102230246251565e-16,1.030700226702216e-15,0.0,66,3482973841
15,2.010760772852953e-15,6.309173974529212e-16,1.1102230246251565e-16,1.0620815262622753e-15,0.0,67,1966956070
15,1.0863348109074858e-15,3.1955804330626216e-16,0.0,1.0041097365073553e-15,0.0,68,3757776930
15,1.1814026402414306e-15,4.479946210403582e-16,1.2412670766236366e-16,1.0481175698739523e-15,0.0,69,731587397
15,1.8731327859574105e-15,4.855187636917137e-16,1.5700924586837752e-16,1.1739657014595895e-15,0.0,70,651719554
15,9.192881958690063e-15,2.7397136811400924e-15,0.0,1.0124129179356053e-15,0.0,71,208245364
15,1.1393098985799624e-15,4.2837968378601286e-16,1.2412670766236366e-16,1.0281745700386456e-15,0.0,72,2218350661
15,1.5302475860300912e-15,7.176822364113439e-16,3.469446951953614e-17,1.04747424279426e-15,0.0,73,1538680494
15,1.5858419796496538e-15,5.237539380717596e-16,0.0,1.0049664983653268e-15,0.0,74,164245567
15,1.4054487797989898e-15,3.7447554868025724e-16,1.1150912609939193e-16,1.00419964094853e-15,0.0,75,46537180
15,2.7919697062397023e-15,2.0742336531759693e-15,5.003707553108401e-17,1.0163999321966297e-15,0.0,76,2199244198
15,1.0454154774793931e-15,3.66506343805521e-16,5.551115123125783e-17,1.03752127407906e-15,0.0,77,2986194634
15,1.5677327209476304e-15,1.2450894897278376e-15,1.2412670766236366e-16,1.0013247056325673e-15,0.0,78,335890602
15,2.851833086640454e-15,6.254692719951663e-16,0.0,1.053707081184919e-15,0.0,79,3623029060
15,3.3136022119676428e-15,1.0606161213314546e-15,3.642919299551295e-17,1.0392600794855742e-15,0.0,80,1261977763
15,1.7137620926162563e-15,4.508696056041606e-16,8.326672684688674e-17,1.0475661708512007e-15,0.0,81,2975414123
15,6.893149383006942e-15,1.202024255954489e-15,7.850462293418876e-17,9.1761460956444e-16,0.0,82,2462596616
15,2.2979804542331083e-15,7.561130015314449e-16,2.7755575615628914e-17,1.1062259654625947e-15,0.0,83,351448919
15,1.8772167607193078e-15,6.179579887251378e-16,1.1102230246251565e-16,1.056171682913856e-15,0.0,84,1823487837
15,1.1480045658222304e-15,6.07814699638369e-16,1.1211468303779313e-16,9.38778750585887e-16,0.0,85,2289973406
15,7.6249584720506475e-16,3.812576939395028e-16,7.850462293418876e-17,9.586729210015212e-16,0.0,86,3425387398
15,1.7457789066019238e-15,6.568547617120652e-16,5.551115123125783e-17,9.395990030364596e-16,0.0,87,3563271734
15,1.6001102398986178e-15,3.8751799963571794e-16,7.34548372118703e-17,1.0790147355947896e-15,0.0,88,1554135489
15,1.1208351529153698e-15,7.915817387725447e-16,0.0,1.0422209404125408e-15,0.0,89,3323641675
15,2.6217826562771126e-15,1.1879178793576718e-15,2.7755575615628914e-17,1.0906210770260937e-15,0.0,90,3892731937
15,1.419635688113261e-15,5.039415604368971e-16,0.0,1.0179619868038061e-15,0.0,91,1551626471
15,1.4321482546599017e-15,1.121562935270708e-15,1.1102230246251565e-16,9.719406554527593e-16,0.0,92,3782550145
15,1.793836236848927e-15,6.576515779560001e-16,1.3877787807814457e-17,1.0348029034938504e-15,0.0,93,2938594326
15,4.960142318601982e-15,1.9798426094303085e-15,1.3877787807814457e-17,1.1625080825424498e-15,0.0,94,2348959642
15,1.3288416945007388e-15,6.0442999561534e-16,2.7755575615628914e-17,1.0565363201361521e-15,0.0,95,2319176853
15,6.918320520804399e-16,3.450818517929761e-16,1.1102230246251565e-16,1.0666955569158329e-15,0.0,96,1627255828
15,2.2143337497566525e-15,1.928697343609157e-15,2.7755575615628914e-17,9.185586038114542e-16,0.0,97,3886398645
15,7.952200959921669e-16,1.335654930919491e-15,1.6653345369377348e-16,1.0957302256171465e-15,0.0,98,420512925
15,2.5875598545557307e-15,5.457232857938368e-16,1.1102230246251565e-16,1.0058285141049715e-15,0.0,99,1349246539
16,4.82325505035132e-15,9.121742822980968e-16,0.0,9.599778530722948e-16,-8.881784197001252e-16,0,3890427340
16,2.7871905251848776e-15,7.441215600111871e-16,0.0,9.496292074281186e-16,0.0,1,4087239770
16,1.3688897392224966e-15,7.321108546681764e-16,0.0,9.007742700423578e-16,-8.881784197001252e-16,2,669082834
16,1.486414085038566e-15,1.2128583146942476e-15,0.0,1.0163999321966297e-15,-4.440892098500626e-16,3,2503793307
16,1.0656117000158708e-15,1.427811260069936e-15,0.0,8.501277837439867e-16,-8.881784197001252e-16,4,4104055471
16,5.6221914247740975e-15,9.923407709584657e-16,0.0,9.999714131543225e-16,4.440892098500626e-16,5,3255861312
16,2.0539125955565396e-15,6.946175921452121e-16,0.0,9.12985476297841e-16,0.0,6,3667356729
16,8.785856370954422e-16,6.782212889377875e-16,0.0,9.575740367727708e-16,4.440892098500626e-16,7,1677040355
16,1.2857753552864526e-15,8.386755624674309e-16,0.0,9.322940436911305e-16,-4.440892098500626e-16,8,1418560609
16,1.1186047938697505e-15,4.526797389797801e-16,0.0,9.104505742017336e-16,0.0,9,3094763967
16,2.7827646541510116e-15,9.480545506041401e-16,0.0,9.269220202266148e-16,2.220446049250313e-16,10,506552422
16,1.5127445185661688e-15,5.718828445991326e-16,0.0,9.515144070671971e-16,1.7763568394002505e-15,11,1268676696
16,1.0600395398534589e-15,4.271789580851222e-16,0.0,9.106620855471824e-16,0.0,12,567049494
16,4.607927131680838e-15,2.027894551883466e-15,0.0,9.210345379555895e-16,1.7763568394002505e-15,13,1603789906
16,2.4901688127650882e-15,8.965164378342103e-16,0.0,8.843279318106997e-16,-8.881784197001252e-16,14,1094816478
16,2.134564372988391e-15,1.1004875725237898e-15,0.0,8.907767043920386e-16,0.0,15,2955522663
16,2.748590383514901e-15,1.0579993009165997e-15,0.0,9.256029969506623e-16,1.3322676295501878e-15,16,1953740605
16,1.019852178732941e-15,4.972820174300706e-16,0.0,9.730546279163236e-16,8.881784197001252e-16,17,1359353015
16,4.681115862831115e-15,6.606905644061878e-16,0.0,8.636623573255792e-16,1.7763568394002505e-15,18,1726067730
16,8.927204551187557e-16,3.134045742546669e-16,0.0,9.453463082089479e-16,4.440892098500626e-16,19,983492641
16,2.933700007750908e-15,1.460863775776337e-15,0.0,9.305364597889227e-16,-8.881784197001252e-16,20,3417074955
16,3.753473421936208e-15,2.041591924367565e-15,0.0,9.698578168158083e-16,8.881784197001252e-16,21,4233701514
16,2.3584891064788097e-15,1.7486563335039892e-15,0.0,9.152240605789483e-16,0.0,22,4136660095
16,2.2457373953491614e-15,1.146157412865499e-15,0.0,9.019494489765868e-16,4.440892098500626e-16,23,2200800949
16,1.5617290679154293e-15,5.652537286686771e-16,0.0,1.0087920413118926e-15,-8.881784197001252e-16,24,2618225671
16,6.363718576950059e-15,8.118209328228191e-16,0.0,9.603790139143229e-16,-2.6645352591003757e-15,25,658383216
16,3.882371598296665e-15,7.700921880693503e-16,0.0,9.222205069512407e-16,-8.881784197001252e-16,26,236762229
16,4.369046363963264e-15,1.7687511418123878e-15,0.0,9.027231622811331e-16,3.552713678800501e-15,27,3793415883
16,1.1186908768121897e-15,2.143882415684251e-15,0.0,1.010748508910969e-15,4.440892098500626e-16,28,4005886721
16,3.966037700501526e-15,4.0234097937649346e-15,0.0,9.738212898762663e-16,-8.881784197001252e-16,29,866889629
16,9.148820436704901e-16,9.876656908246509e-16,0.0,9.155133597044475e-16,8.881784197001252e-16,30,3551211394
16,1.6415727757813908e-15,5.77722822261946e-16,0.0,8.754082258774094e-16,0.0,31,379498400
16,1.742754005101888e-15,4.1121362953725076e-16,0.0,1.0314473817308903e-15,0.0,32,1837882037
16,2.0887108001164704e-15,6.055651067172564e-16,0.0,9.485749680535094e-16,0.0,33,2195443784
